bin,n,pred,emp,delta,method,threshold,position
"[0,0.1)",6920,0.05297368468066153,0.05433526011560694,0.0013615754349454098,iso,20+,WR
"[0.1,0.2)",5374,0.15981831962250576,0.16151842203200595,0.0017001024095001926,iso,20+,WR
"[0.2,0.3)",1739,0.24077759749333863,0.25876940770557794,0.017991810212239306,iso,20+,WR
"[0.3,0.4)",477,0.35091234531660886,0.3438155136268344,-0.007096831689774485,iso,20+,WR
"[0.4,0.5)",225,0.4158185739128356,0.36444444444444446,-0.05137412946839115,iso,20+,WR
"[0.5,0.6)",1,0.5,0,-0.5,iso,20+,WR
"[0,0.1)",6569,0.05687966810423377,0.05175825848683209,-0.005121409617401679,strat_platt,20+,WR
"[0.1,0.2)",5210,0.14154471690130055,0.14971209213051823,0.008167375229217677,strat_platt,20+,WR
"[0.2,0.3)",2153,0.24242455868292057,0.2549930329772411,0.012568474294320509,strat_platt,20+,WR
"[0.3,0.4)",739,0.33633399514535256,0.3261163734776725,-0.010217621667680032,strat_platt,20+,WR
"[0.4,0.5)",65,0.42079336538572193,0.46153846153846156,0.040745096152739635,strat_platt,20+,WR
"[0,0.1)",6917,0.053275449042345206,0.05435882608067081,0.001083377038325603,strat_iso,20+,WR
"[0.1,0.2)",5404,0.159677625548731,0.16117690599555884,0.0014992804468278442,strat_iso,20+,WR
"[0.2,0.3)",1671,0.23881551131107517,0.26331538001196886,0.024499868700893684,strat_iso,20+,WR
"[0.3,0.4)",563,0.35198064291515274,0.3410301953818828,-0.010950447533269958,strat_iso,20+,WR
"[0.4,0.5)",178,0.4156427879538794,0.34269662921348315,-0.07294615874039623,strat_iso,20+,WR
"[0.5,0.6)",3,0.5,0,-0.5,strat_iso,20+,WR
"[0,0.1)",7027,0.060071183410980715,0.0559271381813007,-0.004144045229680017,platt_vol,20+,WR
"[0.1,0.2)",4781,0.14153392363848036,0.15310604476051035,0.011572121122029988,platt_vol,20+,WR
"[0.2,0.3)",2072,0.24393052649625446,0.25675675675675674,0.01282623026050228,platt_vol,20+,WR
"[0.3,0.4)",735,0.3402365928911639,0.31564625850340133,-0.02459033438776259,platt_vol,20+,WR
"[0.4,0.5)",112,0.4367675323174696,0.42857142857142855,-0.008196103746041072,platt_vol,20+,WR
"[0.5,0.6)",8,0.5323909277794836,0.375,-0.1573909277794836,platt_vol,20+,WR
"[0.6,0.7)",1,0.6250890527093548,0,-0.6250890527093548,platt_vol,20+,WR
"[0,0.1)",7070,0.05934408055690228,0.056011315417256013,-0.003332765139646268,platt_vegas,20+,WR
"[0.1,0.2)",4804,0.14200901396857485,0.15487094088259784,0.012861926914022992,platt_vegas,20+,WR
"[0.2,0.3)",1998,0.24354214146998596,0.25425425425425424,0.010712112784268285,platt_vegas,20+,WR
"[0.3,0.4)",734,0.33982068694445944,0.32561307901907355,-0.01420760792538589,platt_vegas,20+,WR
"[0.4,0.5)",123,0.4351302071375394,0.4065040650406504,-0.028626142096889018,platt_vegas,20+,WR
"[0.5,0.6)",7,0.5152260265692066,0.42857142857142855,-0.08665459799777803,platt_vegas,20+,WR
"[0,0.1)",7257,0.06060062886841077,0.056910569105691054,-0.0036900597627197163,platt_vol_vegas,20+,WR
"[0.1,0.2)",4717,0.14134989609840892,0.15815136739453042,0.0168014712961215,platt_vol_vegas,20+,WR
"[0.2,0.3)",1786,0.24370926915514504,0.2536394176931691,0.00993014853802407,platt_vol_vegas,20+,WR
"[0.3,0.4)",768,0.3410625270877922,0.31640625,-0.024656277087792222,platt_vol_vegas,20+,WR
"[0.4,0.5)",170,0.43293076637436306,0.4,-0.03293076637436304,platt_vol_vegas,20+,WR
"[0.5,0.6)",36,0.5350891972716046,0.4444444444444444,-0.09064475282716022,platt_vol_vegas,20+,WR
"[0.6,0.7)",1,0.6075935776231955,1,0.39240642237680445,platt_vol_vegas,20+,WR
"[0.7,0.8)",1,0.7086353508293016,0,-0.7086353508293016,platt_vol_vegas,20+,WR
