player_id,season,season_share,n_weeks,prior_share,prior_n_weeks,abs_delta,cohort
00-0027029,2019,0.40587130070539684,13,0.5270014290221057,14,0.12113012831670883,stable
00-0027029,2020,0.04882246376811594,8,0.40587130070539684,13,0.3570488369372809,role_change
00-0027155,2015,0.5072623474773454,16,0.5294915922264594,11,0.02222924474911392,stable
00-0027155,2016,0.5706548271786923,13,0.5072623474773454,16,0.06339247970134687,stable
00-0027218,2015,0.377911958688567,13,0.7024988158269893,15,0.3245868571384223,role_change
00-0027218,2016,0.057692307692307696,2,0.377911958688567,13,0.32021965099625926,role_change
00-0027325,2015,0.6455946725225621,12,0.38275339093838334,15,0.26284128158417874,role_change
00-0027325,2016,0.7454378191300002,16,0.6455946725225621,12,0.0998431466074381,stable
00-0027325,2017,0.4376899972304384,16,0.7454378191300002,16,0.3077478218995618,role_change
00-0027325,2018,0.41339391864838404,16,0.4376899972304384,16,0.024296078582054348,stable
00-0027531,2015,0.6531000110429197,15,0.5183107054390622,16,0.1347893056038575,stable
00-0027531,2016,0.5516957581930844,11,0.6531000110429197,15,0.10140425284983534,stable
00-0027531,2017,0.24829981592005632,14,0.5516957581930844,11,0.303395942273028,role_change
00-0027531,2018,0.4118052269368059,13,0.24829981592005632,14,0.16350541101674956,stable
00-0027651,2015,0.2519901014799692,11,0.15889791769316655,13,0.09309218378680265,stable
00-0027651,2016,0.024259259259259258,6,0.2519901014799692,11,0.22773084222070994,role_change
00-0027772,2015,0.11203954711843037,8,0.36118665982225806,13,0.2491471127038277,role_change
00-0027791,2015,0.4349494297105686,16,0.25404084682125133,14,0.18090858288931727,stable
00-0027791,2016,0.3855516478323496,9,0.4349494297105686,16,0.04939778187821903,stable
00-0027861,2015,0.11682692307692308,13,0.3993505271212006,9,0.28252360404427757,role_change
00-0027861,2016,0.07038095238095238,5,0.11682692307692308,13,0.0464459706959707,stable
00-0027861,2017,0.1,1,0.07038095238095238,5,0.029619047619047628,stable
00-0027864,2015,0.305604433489433,13,0.63847439110597,6,0.33286995761653704,role_change
00-0027864,2016,0.4781762151418113,13,0.305604433489433,13,0.1725717816523783,stable
00-0027888,2015,0.2085259689159945,5,0.42510213571594646,14,0.21657616679995195,role_change
