position,player_id,player_name,posteam,ecr_rank,ecr_as_of
WR,00-0041529,Kevin Coleman Jr.,MIA,112,2026-09-24T15:08:47
WR,00-0038619,Andrei Iosivas,CIN,113,2026-09-24T15:08:47
WR,00-0038359,Xavier Smith,LA,114,2026-09-24T15:08:47
WR,00-0040646,Jalen Royals,KC,115,2026-09-24T15:08:47
WR,00-0036259,Jauan Jennings,MIN,116,2026-09-24T15:08:47
WR,00-0039365,Jacob Cowing,SF,117,2026-09-24T15:08:47
WR,00-0040890,Cyrus Allen,KC,118,2026-09-24T15:08:47
WR,00-0037666,Jalen Tolbert,MIA,119,2026-09-24T15:08:47
WR,00-0034854,KhaDarel Hodge,SF,120,2026-09-24T15:08:47
WR,00-0040024,Darius Cooper,PHI,121,2026-09-24T15:08:47
WR,00-0041069,Colbie Young,CIN,122,2026-09-24T15:08:47
WR,00-0031235,Odell Beckham Jr.,NYG,123,2026-09-24T15:08:47
WR,00-0040894,Malik Benson,LV,124,2026-09-24T15:08:47
WR,00-0041100,Josh Cameron,JAX,125,2026-09-24T15:08:47
WR,00-0035535,Darius Slayton,IND,126,2026-09-24T15:08:47
WR,00-0040785,Dohnte Meyers,CIN,127,2026-09-24T15:08:47
WR,00-0040648,Tory Horton,SEA,128,2026-09-24T15:08:47
WR,00-0039355,Luke McCaffrey,WAS,129,2026-09-24T15:08:47
WR,00-0036554,Nico Collins,HOU,130,2026-09-24T15:08:47
WR,00-0040782,Isaiah Bond,CLE,131,2026-09-24T15:08:47
WR,00-0038824,Ryan Miller,MIA,132,2026-09-24T15:08:47
WR,00-0037742,Treylon Burks,WAS,133,2026-09-24T15:08:47
WR,00-0035662,Marquise Brown,PHI,134,2026-09-24T15:08:47
WR,00-0039062,Jonathan Mingo,DAL,135,2026-09-24T15:08:47
WR,00-0037091,Bo Melton,GB,136,2026-09-24T15:08:47
WR,00-0035891,Cody White,LV,137,2026-09-24T15:08:47
WR,00-0037093,Dareke Young,LV,138,2026-09-24T15:08:47
WR,00-0038976,Marvin Mims Jr.,DEN,139,2026-09-24T15:08:47
WR,00-0041099,Barion Brown,NO,140,2026-09-24T15:08:47
WR,00-0037614,John Metchie III,CAR,141,2026-09-24T15:08:47
WR,00-0040277,Jahdae Walker,CHI,142,2026-09-24T15:08:47
WR,00-0040164,Jaylin Lane,WAS,144,2026-09-24T15:08:47
WR,00-0036463,Chris Blair,ATL,145,2026-09-24T15:08:47
WR,00-0038840,Brycen Tremayne,CAR,146,2026-09-24T15:08:47
WR,00-0038573,Derius Davis,LAC,147,2026-09-24T15:08:47
WR,00-0041132,Deion Burks,IND,148,2026-09-24T15:08:47
WR,00-0041051,Zavion Thomas,CHI,149,2026-09-24T15:08:47
WR,00-0040948,J. Michael Sturdivant,GB,150,2026-09-24T15:08:47
WR,00-0040172,Jordan Watkins,SF,151,2026-09-24T15:08:47
WR,00-0035021,Ashton Dulin,IND,152,2026-09-24T15:08:47
WR,00-0039146,Jayden Reed,GB,153,2026-09-24T15:08:47
WR,00-0039751,Jordan Whittington,LA,154,2026-09-24T15:08:47
WR,00-0037231,Kevin Austin Jr.,NO,155,2026-09-24T15:08:47
WR,00-0040563,Efton Chism III,NE,156,2026-09-24T15:08:47
WR,00-0036862,Ben Skowronek,PIT,157,2026-09-24T15:08:47
WR,00-0036630,Tylan Wallace,CLE,158,2026-09-24T15:08:47
WR,00-0036646,Simi Fehoko,ARI,159,2026-09-24T15:08:47
WR,00-0038640,Jalen Brooks,ARI,160,2026-09-24T15:08:47
WR,00-0041399,CJ Daniels,LA,161,2026-09-24T15:08:47
WR,00-0036331,Devin Duvernay,ARI,162,2026-09-24T15:08:47
WR,00-0040534,Ke'Shawn Williams,CIN,163,2026-09-24T15:08:47
WR,00-0041070,Reggie Virgil,ARI,164,2026-09-24T15:08:47
WR,00-0035406,Lil'Jordan Humphrey,DEN,165,2026-09-24T15:08:47
WR,00-0039920,Malachi Corley,CLE,166,2026-09-24T15:08:47
WR,00-0040582,Arian Smith,NYJ,167,2026-09-24T15:08:47
WR,00-0041443,Skyler Bell,BUF,168,2026-09-24T15:08:47
WR,00-0036980,Elijah Moore,PHI,169,2026-09-24T15:08:47
WR,00-0040506,Myles Price,MIN,170,2026-09-24T15:08:47
