cell,bin,n,pred,emp,delta,method,threshold,position
exante_high,"[0.7,0.8)",31,0.7348642512534292,0.5161290322580645,-0.21873521899536474,strat_iso,15+,RB
exante_high,"[0.8,0.9)",1,0.8958677685950412,1,0.10413223140495875,strat_iso,15+,RB
exante_high,"[0.9,1]",6,1,0.6666666666666666,-0.33333333333333337,strat_iso,15+,RB
exante_low,"[0,0.1)",352,0.0607223063088901,0.07386363636363637,0.01314133005474627,platt_vol,15+,RB
exante_low,"[0.1,0.2)",68,0.12062501098179758,0.029411764705882353,-0.09121324627591523,platt_vol,15+,RB
exante_low,"[0.2,0.3)",1,0.2374198356688592,0,-0.2374198356688592,platt_vol,15+,RB
exante_mid,"[0,0.1)",125,0.08156409366247079,0.096,0.014435906337529211,platt_vol,15+,RB
exante_mid,"[0.1,0.2)",361,0.14512895129956427,0.15512465373961218,0.00999570244004791,platt_vol,15+,RB
exante_mid,"[0.2,0.3)",121,0.239610918265787,0.21487603305785125,-0.024734885207935764,platt_vol,15+,RB
exante_mid,"[0.3,0.4)",12,0.32942169664602233,0.25,-0.07942169664602233,platt_vol,15+,RB
exante_mid,"[0.4,0.5)",1,0.4643621091774431,0,-0.4643621091774431,platt_vol,15+,RB
exante_high,"[0.1,0.2)",15,0.17672562436821376,0.2,0.023274375631786248,platt_vol,15+,RB
exante_high,"[0.2,0.3)",154,0.25862908608500074,0.3116883116883117,0.053059225603310944,platt_vol,15+,RB
exante_high,"[0.3,0.4)",353,0.35368510794612046,0.3371104815864023,-0.01657462635971818,platt_vol,15+,RB
exante_high,"[0.4,0.5)",328,0.4507197429258149,0.4481707317073171,-0.002549011218497821,platt_vol,15+,RB
exante_high,"[0.5,0.6)",231,0.542112017351626,0.49783549783549785,-0.0442765195161281,platt_vol,15+,RB
exante_high,"[0.6,0.7)",96,0.6454218734790266,0.6354166666666666,-0.010005206812359946,platt_vol,15+,RB
exante_high,"[0.7,0.8)",21,0.7384398672173045,0.47619047619047616,-0.2622493910268283,platt_vol,15+,RB
exante_high,"[0.8,0.9)",8,0.8321560020806141,0.625,-0.20715600208061413,platt_vol,15+,RB
exante_low,"[0,0.1)",342,0.060964560317355435,0.07017543859649122,0.00921087827913579,platt_vegas,15+,RB
exante_low,"[0.1,0.2)",78,0.1204618375930313,0.05128205128205128,-0.06917978631098003,platt_vegas,15+,RB
exante_low,"[0.2,0.3)",1,0.20072263212547062,0,-0.20072263212547062,platt_vegas,15+,RB
exante_mid,"[0,0.1)",135,0.07622293080474192,0.1111111111111111,0.034888180306369185,platt_vegas,15+,RB
exante_mid,"[0.1,0.2)",355,0.14540816967968614,0.15211267605633802,0.006704506376651875,platt_vegas,15+,RB
exante_mid,"[0.2,0.3)",113,0.2365845200844984,0.23008849557522124,-0.006496024509277165,platt_vegas,15+,RB
exante_mid,"[0.3,0.4)",15,0.3174982236835392,0.13333333333333333,-0.18416489035020586,platt_vegas,15+,RB
exante_mid,"[0.4,0.5)",2,0.4495354623067999,0,-0.4495354623067999,platt_vegas,15+,RB
exante_high,"[0,0.1)",2,0.07523651308287821,0,-0.07523651308287821,platt_vegas,15+,RB
exante_high,"[0.1,0.2)",24,0.1788211643553353,0.20833333333333334,0.02951216897799805,platt_vegas,15+,RB
exante_high,"[0.2,0.3)",179,0.2579498831242766,0.27932960893854747,0.02137972581427089,platt_vegas,15+,RB
exante_high,"[0.3,0.4)",316,0.3527358560502754,0.36075949367088606,0.008023637620610646,platt_vegas,15+,RB
exante_high,"[0.4,0.5)",309,0.45056267238390185,0.47896440129449835,0.028401728910596502,platt_vegas,15+,RB
exante_high,"[0.5,0.6)",227,0.5433423937944174,0.47577092511013214,-0.06757146868428526,platt_vegas,15+,RB
exante_high,"[0.6,0.7)",109,0.6414430906634059,0.5321100917431193,-0.10933299892028658,platt_vegas,15+,RB
exante_high,"[0.7,0.8)",31,0.7360496811751502,0.6451612903225806,-0.09088839085256961,platt_vegas,15+,RB
exante_high,"[0.8,0.9)",9,0.8368715071159301,0.5555555555555556,-0.2813159515603745,platt_vegas,15+,RB
exante_low,"[0,0.1)",344,0.06025082008482671,0.06976744186046512,0.009516621775638404,platt_vol_vegas,15+,RB
exante_low,"[0.1,0.2)",76,0.12172198770393401,0.05263157894736842,-0.0690904087565656,platt_vol_vegas,15+,RB
exante_low,"[0.2,0.3)",1,0.21069452938450317,0,-0.21069452938450317,platt_vol_vegas,15+,RB
exante_mid,"[0,0.1)",142,0.07612196212926332,0.11267605633802817,0.03655409420876485,platt_vol_vegas,15+,RB
exante_mid,"[0.1,0.2)",341,0.14589379687406828,0.1495601173020528,0.0036663204279845096,platt_vol_vegas,15+,RB
exante_mid,"[0.2,0.3)",117,0.23734133681078676,0.2222222222222222,-0.015119114588564547,platt_vol_vegas,15+,RB
exante_mid,"[0.3,0.4)",18,0.3247780734055292,0.2222222222222222,-0.10255585118330701,platt_vol_vegas,15+,RB
exante_mid,"[0.4,0.5)",2,0.479936259771262,0,-0.479936259771262,platt_vol_vegas,15+,RB
exante_high,"[0,0.1)",2,0.07550122550010496,0,-0.07550122550010496,platt_vol_vegas,15+,RB
exante_high,"[0.1,0.2)",23,0.17632067518559572,0.2608695652173913,0.08454889003179558,platt_vol_vegas,15+,RB
exante_high,"[0.2,0.3)",176,0.25784929245896404,0.2784090909090909,0.020559798450126843,platt_vol_vegas,15+,RB
exante_high,"[0.3,0.4)",316,0.3522433826902891,0.370253164556962,0.018009781866672903,platt_vol_vegas,15+,RB
exante_high,"[0.4,0.5)",316,0.4492159777444372,0.44936708860759494,1.5111086315772182e-4,platt_vol_vegas,15+,RB
exante_high,"[0.5,0.6)",232,0.5440512755103466,0.4956896551724138,-0.04836162033793279,platt_vol_vegas,15+,RB
exante_high,"[0.6,0.7)",105,0.6438157425153923,0.5523809523809524,-0.09143479013443989,platt_vol_vegas,15+,RB
exante_high,"[0.7,0.8)",26,0.737479151805544,0.5769230769230769,-0.16055607488246715,platt_vol_vegas,15+,RB
exante_high,"[0.8,0.9)",10,0.8429435975262468,0.6,-0.24294359752624684,platt_vol_vegas,15+,RB
exante_low,"[0,0.1)",421,0.02559501187648456,0.021377672209026127,-0.004217339667458433,raw,20+,RB
exante_mid,"[0,0.1)",586,0.056931740614334474,0.05802047781569966,0.0010887372013651878,raw,20+,RB
exante_mid,"[0.1,0.2)",34,0.11479411764705882,0.14705882352941177,0.032264705882352945,raw,20+,RB
exante_high,"[0,0.1)",47,0.08688297872340425,0.02127659574468085,-0.0656063829787234,raw,20+,RB
exante_high,"[0.1,0.2)",584,0.15469520547945206,0.1678082191780822,0.013113013698630133,raw,20+,RB
exante_high,"[0.2,0.3)",430,0.2394813953488372,0.25813953488372093,0.01865813953488374,raw,20+,RB
exante_high,"[0.3,0.4)",118,0.336978813559322,0.3728813559322034,0.035902542372881374,raw,20+,RB
exante_high,"[0.4,0.5)",24,0.4368958333333333,0.3333333333333333,-0.1035625,raw,20+,RB
exante_high,"[0.5,0.6)",3,0.5251666666666667,0.6666666666666666,0.14149999999999996,raw,20+,RB
exante_low,"[0,0.1)",421,0.023344744826106913,0.021377672209026127,-0.001967072617080786,platt,20+,RB
exante_mid,"[0,0.1)",562,0.053505471263678495,0.05693950177935943,0.003434030515680933,platt,20+,RB
exante_mid,"[0.1,0.2)",58,0.11569308743512488,0.1206896551724138,0.004996567737288918,platt,20+,RB
exante_high,"[0,0.1)",47,0.08434272014644739,0.0851063829787234,7.636628322760103e-4,platt,20+,RB
exante_high,"[0.1,0.2)",462,0.15804373383241774,0.15800865800865802,-3.5075823759722624e-5,platt,20+,RB
exante_high,"[0.2,0.3)",450,0.24733773648542248,0.23555555555555555,-0.011782180929866937,platt,20+,RB
exante_high,"[0.3,0.4)",171,0.33847265341637256,0.29239766081871343,-0.046074992597659126,platt,20+,RB
exante_high,"[0.4,0.5)",61,0.43648227751316254,0.39344262295081966,-0.04303965456234288,platt,20+,RB
exante_high,"[0.5,0.6)",10,0.5450264016069847,0.4,-0.14502640160698466,platt,20+,RB
exante_high,"[0.6,0.7)",2,0.6287363073457228,0.5,-0.12873630734572283,platt,20+,RB
exante_high,"[0.7,0.8)",3,0.7320211459042705,0.6666666666666666,-0.06535447923760385,platt,20+,RB
exante_low,"[0,0.1)",421,0.011973170562501296,0.021377672209026127,0.009404501646524831,iso,20+,RB
exante_mid,"[0,0.1)",570,0.04013758021385266,0.05964912280701754,0.019511542593164885,iso,20+,RB
exante_mid,"[0.1,0.2)",38,0.14879066188742782,0.10526315789473684,-0.04352750399269098,iso,20+,RB
exante_mid,"[0.2,0.3)",12,0.21167230745801777,0.08333333333333333,-0.12833897412468442,iso,20+,RB
exante_high,"[0,0.1)",57,0.05214484427571581,0.12280701754385964,0.07066217326814384,iso,20+,RB
exante_high,"[0.1,0.2)",355,0.17464307537902957,0.14647887323943662,-0.028164202139592948,iso,20+,RB
exante_high,"[0.2,0.3)",605,0.2451465057537255,0.2413223140495868,-0.003824191704138724,iso,20+,RB
exante_high,"[0.3,0.4)",88,0.33703939285966267,0.2159090909090909,-0.12113030195057176,iso,20+,RB
exante_high,"[0.4,0.5)",76,0.4445986201850496,0.39473684210526316,-0.04986177807978642,iso,20+,RB
exante_high,"[0.5,0.6)",21,0.5440709617180205,0.38095238095238093,-0.16311858076563956,iso,20+,RB
exante_high,"[0.6,0.7)",1,0.6666666666666666,0,-0.6666666666666666,iso,20+,RB
exante_high,"[0.7,0.8)",1,0.75,1,0.25,iso,20+,RB
exante_high,"[0.9,1]",2,1,0.5,-0.5,iso,20+,RB
exante_low,"[0,0.1)",421,0.022576444916554136,0.021377672209026127,-0.0011987727075280091,strat_platt,20+,RB
exante_mid,"[0,0.1)",542,0.049841979899020054,0.05719557195571956,0.007353592056699505,strat_platt,20+,RB
exante_mid,"[0.1,0.2)",77,0.12042040033589546,0.1038961038961039,-0.016524296439791558,strat_platt,20+,RB
exante_mid,"[0.2,0.3)",1,0.2080634664807018,0,-0.2080634664807018,strat_platt,20+,RB
exante_high,"[0,0.1)",23,0.07857375322756786,0.13043478260869565,0.051861029381127785,strat_platt,20+,RB
