cell,bin,n,pred,emp,delta,method,threshold,position
exante_mid,"[0.2,0.3)",988,0.23151510208156864,0.23178137651821862,2.6627443664997696e-4,platt,15+,RB
exante_mid,"[0.3,0.4)",33,0.3155619377568375,0.18181818181818182,-0.13374375593865567,platt,15+,RB
exante_high,"[0.1,0.2)",14,0.1871776234104537,0.07142857142857142,-0.11574905198188226,platt,15+,RB
exante_high,"[0.2,0.3)",907,0.2638183426019141,0.2579933847850055,-0.005824957816908616,platt,15+,RB
exante_high,"[0.3,0.4)",1721,0.3514230516628136,0.3387565368971528,-0.01266651476566083,platt,15+,RB
exante_high,"[0.4,0.5)",1503,0.4446718848795882,0.4683965402528277,0.023724655373239478,platt,15+,RB
exante_high,"[0.5,0.6)",577,0.5392813037134422,0.5407279029462738,0.0014465992328316357,platt,15+,RB
exante_high,"[0.6,0.7)",177,0.6415453856261657,0.655367231638418,0.013821846012252337,platt,15+,RB
exante_high,"[0.7,0.8)",48,0.7371379227948736,0.75,0.012862077205126443,platt,15+,RB
exante_high,"[0.8,0.9)",7,0.8237254026222959,0.8571428571428571,0.03341745452056122,platt,15+,RB
exante_low,"[0,0.1)",795,0.07529449459391431,0.07924528301886792,0.003950788424953611,iso,15+,RB
exante_low,"[0.1,0.2)",799,0.13653405787159595,0.10387984981226533,-0.032654208059330614,iso,15+,RB
exante_low,"[0.2,0.3)",2,0.22148476132579642,0,-0.22148476132579642,iso,15+,RB
exante_mid,"[0,0.1)",37,0.08649079050285699,0.2702702702702703,0.1837794797674133,iso,15+,RB
exante_mid,"[0.1,0.2)",1936,0.15106920558827733,0.14617768595041322,-0.004891519637864106,iso,15+,RB
exante_mid,"[0.2,0.3)",1370,0.22320768958522022,0.22554744525547446,0.00233975567025424,iso,15+,RB
exante_mid,"[0.3,0.4)",6,0.31730252067672776,0.16666666666666666,-0.1506358540100611,iso,15+,RB
exante_high,"[0.1,0.2)",7,0.17582151956853528,0.14285714285714285,-0.032964376711392435,iso,15+,RB
exante_high,"[0.2,0.3)",1303,0.24862687644327952,0.27168073676132004,0.02305386031804052,iso,15+,RB
exante_high,"[0.3,0.4)",1302,0.3425782990493074,0.35560675883256526,0.01302845978325784,iso,15+,RB
exante_high,"[0.4,0.5)",1299,0.44894232982824717,0.4449576597382602,-0.003984670089986986,iso,15+,RB
exante_high,"[0.5,0.6)",640,0.5450392796428393,0.528125,-0.016914279642839314,iso,15+,RB
exante_high,"[0.6,0.7)",244,0.6231452803138348,0.5737704918032787,-0.0493747885105561,iso,15+,RB
exante_high,"[0.7,0.8)",123,0.7658493227916767,0.7398373983739838,-0.026011924417692955,iso,15+,RB
exante_high,"[0.8,0.9)",18,0.8059355831550934,0.7222222222222222,-0.08371336093287118,iso,15+,RB
exante_high,"[0.9,1]",18,0.967942984938083,0.7777777777777778,-0.19016520716030516,iso,15+,RB
exante_low,"[0,0.1)",640,0.08381239575940456,0.0796875,-0.00412489575940457,strat_platt,15+,RB
exante_low,"[0.1,0.2)",950,0.12431291453231995,0.1,-0.024312914532319943,strat_platt,15+,RB
exante_low,"[0.2,0.3)",5,0.2269109191071885,0,-0.2269109191071885,strat_platt,15+,RB
exante_low,"[0.3,0.4)",1,0.3139668071198205,0,-0.3139668071198205,strat_platt,15+,RB
exante_mid,"[0,0.1)",4,0.09665063908718675,0,-0.09665063908718675,strat_platt,15+,RB
exante_mid,"[0.1,0.2)",2520,0.16527855530060137,0.1634920634920635,-0.0017864918085378767,strat_platt,15+,RB
exante_mid,"[0.2,0.3)",824,0.22191444455137643,0.23179611650485438,0.009881671953477944,strat_platt,15+,RB
exante_mid,"[0.3,0.4)",1,0.3077123598959806,0,-0.3077123598959806,strat_platt,15+,RB
exante_high,"[0.1,0.2)",136,0.18268866685622417,0.21323529411764705,0.030546627261422876,strat_platt,15+,RB
exante_high,"[0.2,0.3)",1078,0.2573213033429617,0.26437847866419295,0.007057175321231235,strat_platt,15+,RB
exante_high,"[0.3,0.4)",1452,0.3517188754087921,0.3546831955922865,0.0029643201834944066,strat_platt,15+,RB
exante_high,"[0.4,0.5)",1345,0.4471742632007747,0.45650557620817844,0.009331313007403752,strat_platt,15+,RB
exante_high,"[0.5,0.6)",599,0.5422904560804424,0.5342237061769616,-0.008066749903480774,strat_platt,15+,RB
exante_high,"[0.6,0.7)",230,0.6404767061077965,0.6260869565217392,-0.014389749586057321,strat_platt,15+,RB
exante_high,"[0.7,0.8)",85,0.742609935724604,0.7411764705882353,-0.0014334651363686612,strat_platt,15+,RB
exante_high,"[0.8,0.9)",28,0.8356496651349274,0.7857142857142857,-0.049935379420641746,strat_platt,15+,RB
exante_high,"[0.9,1]",1,0.9305637891974188,0,-0.9305637891974188,strat_platt,15+,RB
exante_low,"[0,0.1)",841,0.07290513116330087,0.08204518430439953,0.009140053141098656,strat_iso,15+,RB
exante_low,"[0.1,0.2)",748,0.14524250900469513,0.10294117647058823,-0.042301332534106895,strat_iso,15+,RB
exante_low,"[0.2,0.3)",7,0.20267857142857143,0,-0.20267857142857143,strat_iso,15+,RB
exante_mid,"[0,0.1)",16,0.013008259073676259,0.25,0.23699174092632375,strat_iso,15+,RB
exante_mid,"[0.1,0.2)",2127,0.15167095836561972,0.152327221438646,6.562630730262697e-4,strat_iso,15+,RB
exante_mid,"[0.2,0.3)",1197,0.22773455829379743,0.22807017543859648,3.3561714479904414e-4,strat_iso,15+,RB
exante_mid,"[0.3,0.4)",4,0.3298048048048048,0.25,-0.07980480480480479,strat_iso,15+,RB
exante_mid,"[0.5,0.6)",4,0.5,0.25,-0.25,strat_iso,15+,RB
exante_mid,"[0.6,0.7)",1,0.6666666666666666,0,-0.6666666666666666,strat_iso,15+,RB
exante_high,"[0,0.1)",5,0,0,0,strat_iso,15+,RB
exante_high,"[0.1,0.2)",8,0.15332837121691348,0.375,0.22167162878308652,strat_iso,15+,RB
exante_high,"[0.2,0.3)",1310,0.24956496825381397,0.27022900763358776,0.02066403937977379,strat_iso,15+,RB
exante_high,"[0.3,0.4)",1289,0.3433468748887267,0.35764158262218776,0.014294707733461032,strat_iso,15+,RB
exante_high,"[0.4,0.5)",1299,0.44894232982824717,0.4449576597382602,-0.003984670089986986,strat_iso,15+,RB
exante_high,"[0.5,0.6)",640,0.5450392796428393,0.528125,-0.016914279642839314,strat_iso,15+,RB
exante_high,"[0.6,0.7)",244,0.6231452803138348,0.5737704918032787,-0.0493747885105561,strat_iso,15+,RB
exante_high,"[0.7,0.8)",123,0.7658493227916767,0.7398373983739838,-0.026011924417692955,strat_iso,15+,RB
exante_high,"[0.8,0.9)",18,0.8059355831550934,0.7222222222222222,-0.08371336093287118,strat_iso,15+,RB
exante_high,"[0.9,1]",18,0.967942984938083,0.7777777777777778,-0.19016520716030516,strat_iso,15+,RB
exante_low,"[0,0.1)",841,0.08373548051778289,0.07372175980975029,-0.010013720708032595,platt_vol,15+,RB
exante_low,"[0.1,0.2)",755,0.1178080387837913,0.11125827814569536,-0.006549760638095939,platt_vol,15+,RB
exante_mid,"[0,0.1)",18,0.09377939750826149,0.2777777777777778,0.18399838026951632,platt_vol,15+,RB
exante_mid,"[0.1,0.2)",2344,0.15587603710738768,0.15699658703071673,0.0011205499233290506,platt_vol,15+,RB
exante_mid,"[0.2,0.3)",972,0.22906240810577225,0.23353909465020575,0.004476686544433506,platt_vol,15+,RB
exante_mid,"[0.3,0.4)",15,0.31629860059963266,0.2,-0.11629860059963265,platt_vol,15+,RB
exante_high,"[0.1,0.2)",10,0.19144587905995636,0,-0.19144587905995636,platt_vol,15+,RB
exante_high,"[0.2,0.3)",926,0.26505846807455835,0.26241900647948163,-0.0026394615950767197,platt_vol,15+,RB
exante_high,"[0.3,0.4)",1706,0.35265093023461,0.33939038686987105,-0.013260543364738975,platt_vol,15+,RB
exante_high,"[0.4,0.5)",1495,0.4453766281626311,0.46153846153846156,0.016161833375830437,platt_vol,15+,RB
exante_high,"[0.5,0.6)",577,0.5397021260032718,0.5476603119584056,0.007958185955133756,platt_vol,15+,RB
exante_high,"[0.6,0.7)",184,0.6419178800633255,0.6630434782608695,0.021125598197544004,platt_vol,15+,RB
exante_high,"[0.7,0.8)",50,0.7364654189802842,0.74,0.003534581019715821,platt_vol,15+,RB
exante_high,"[0.8,0.9)",6,0.8257664083902729,0.8333333333333334,0.007566924943060438,platt_vol,15+,RB
exante_low,"[0,0.1)",804,0.07748311264539634,0.07587064676616916,-0.0016124658792271845,platt_vegas,15+,RB
exante_low,"[0.1,0.2)",784,0.1271315033208579,0.10714285714285714,-0.019988646178000766,platt_vegas,15+,RB
exante_low,"[0.2,0.3)",8,0.2247331447766559,0.125,-0.0997331447766559,platt_vegas,15+,RB
exante_mid,"[0,0.1)",170,0.08659109894610154,0.13529411764705881,0.04870301870095728,platt_vegas,15+,RB
exante_mid,"[0.1,0.2)",2063,0.15398511481803184,0.15317498788172565,-8.101269363061936e-4,platt_vegas,15+,RB
exante_mid,"[0.2,0.3)",988,0.2359077993419954,0.23582995951417005,-7.783982782536003e-5,platt_vegas,15+,RB
exante_mid,"[0.3,0.4)",124,0.3265934298044261,0.23387096774193547,-0.09272246206249066,platt_vegas,15+,RB
exante_mid,"[0.4,0.5)",4,0.4227421441605529,0.5,0.07725785583944711,platt_vegas,15+,RB
exante_high,"[0.1,0.2)",108,0.1755852756886461,0.2222222222222222,0.04663694653357611,platt_vegas,15+,RB
exante_high,"[0.2,0.3)",1023,0.2596606767779248,0.2512218963831867,-0.00843878039473811,platt_vegas,15+,RB
exante_high,"[0.3,0.4)",1599,0.3513945334093951,0.35709818636647905,0.005703652957083971,platt_vegas,15+,RB
exante_high,"[0.4,0.5)",1329,0.44590594980400816,0.46651617757712566,0.020610227773117495,platt_vegas,15+,RB
exante_high,"[0.5,0.6)",634,0.5411759930271409,0.5425867507886435,0.001410757761502568,platt_vegas,15+,RB
exante_high,"[0.6,0.7)",187,0.64116355037663,0.6470588235294118,0.005895273152781821,platt_vegas,15+,RB
exante_high,"[0.7,0.8)",62,0.740147961755548,0.7258064516129032,-0.014341510142644731,platt_vegas,15+,RB
exante_high,"[0.8,0.9)",11,0.8314048078816696,0.9090909090909091,0.07768610120923947,platt_vegas,15+,RB
exante_high,"[0.9,1]",1,0.9190211496710352,0,-0.9190211496710352,platt_vegas,15+,RB
exante_low,"[0,0.1)",665,0.08167523916499897,0.08270676691729323,0.001031527752294259,platt_vol_vegas,15+,RB
exante_low,"[0.1,0.2)",927,0.12668008045557563,0.09816612729234088,-0.028513953163234754,platt_vol_vegas,15+,RB
exante_low,"[0.2,0.3)",4,0.21940825135059025,0,-0.21940825135059025,platt_vol_vegas,15+,RB
exante_mid,"[0,0.1)",155,0.08819333538457566,0.13548387096774195,0.04729053558316629,platt_vol_vegas,15+,RB
exante_mid,"[0.1,0.2)",2255,0.1543924465825999,0.1556541019955654,0.0012616554129654955,platt_vol_vegas,15+,RB
exante_mid,"[0.2,0.3)",893,0.23245178713795087,0.24412094064949608,0.01166915351154521,platt_vol_vegas,15+,RB
exante_mid,"[0.3,0.4)",45,0.32158618779811204,0.26666666666666666,-0.05491952113144538,platt_vol_vegas,15+,RB
exante_mid,"[0.4,0.5)",1,0.40527084373616723,1,0.5947291562638328,platt_vol_vegas,15+,RB
exante_high,"[0,0.1)",1,0.07609156843540688,0,-0.07609156843540688,platt_vol_vegas,15+,RB
exante_high,"[0.1,0.2)",127,0.178552517519222,0.1968503937007874,0.01829787618156542,platt_vol_vegas,15+,RB
exante_high,"[0.2,0.3)",1030,0.25815192837246087,0.258252427184466,1.0049881200513422e-4,platt_vol_vegas,15+,RB
exante_high,"[0.3,0.4)",1531,0.3490038170152124,0.356629653821032,0.00762583680581963,platt_vol_vegas,15+,RB
exante_high,"[0.4,0.5)",1311,0.4456594972955056,0.45385202135774216,0.008192524062236584,platt_vol_vegas,15+,RB
exante_high,"[0.5,0.6)",641,0.5392693496002153,0.5475819032761311,0.008312553675915768,platt_vol_vegas,15+,RB
exante_high,"[0.6,0.7)",214,0.6407184251708206,0.6214953271028038,-0.01922309806801681,platt_vol_vegas,15+,RB
exante_high,"[0.7,0.8)",87,0.7352628409822509,0.7586206896551724,0.023357848672921455,platt_vol_vegas,15+,RB
exante_high,"[0.8,0.9)",11,0.8304697013226963,0.9090909090909091,0.0786212077682128,platt_vol_vegas,15+,RB
exante_high,"[0.9,1]",1,0.9084912942025238,0,-0.9084912942025238,platt_vol_vegas,15+,RB
exante_low,"[0,0.1)",1596,0.026898182957393484,0.02819548872180451,0.0012973057644110261,raw,20+,RB
exante_mid,"[0,0.1)",3129,0.057821188878235855,0.0738255033557047,0.016004314477468848,raw,20+,RB
exante_mid,"[0.1,0.2)",220,0.1142840909090909,0.12727272727272726,0.012988636363636355,raw,20+,RB
exante_high,"[0,0.1)",319,0.08718025078369906,0.08463949843260188,-0.0025407523510971863,raw,20+,RB
exante_high,"[0.1,0.2)",2457,0.1508980463980464,0.1693121693121693,0.018414122914122893,raw,20+,RB
exante_high,"[0.2,0.3)",1648,0.2398558859223301,0.2645631067961165,0.024707220873786406,raw,20+,RB
exante_high,"[0.3,0.4)",394,0.33838959390862944,0.3934010152284264,0.05501142131979697,raw,20+,RB
